YYYYMMDD,Precipitation duration (hour),Daily precipitation (mm),Maximum hourly precipitation (mm)
19530626,2.9,9.2,4.8
19530701,1.1,1.1,0.9
19530702,1.9,1.3,0.6
19530706,2.7,2.5,1.1
19530709,0.6,1.3,0.5
19530710,0.2,0.1,0.1
19530711,0.6,0.8,0.6
19530712,3.3,1.7,1.0
19530713,8.3,7.7,1.8
19530714,4.5,24.3,9.5
19530715,1.2,0.8,0.4
19530716,1.2,0.8,0.4
19530717,3.3,4.0,1.7
19530718,0.3,0.2,0.2
19530719,0.3,0.5,0.5
19530720,3.3,2.7,1.3
19530727,1.6,4.2,1.5
19530730,3.6,1.7,0.6
19530731,10.9,13.1,2.7
19530801,0.4,0.1,0.1
19530803,0.3,0.8,0.8
19530804,0.2,0.1,0.1
19530805,0.6,1.7,1.7
19530815,1.2,26.7,16.7
19530816,2.3,0.7,0.3
19530818,0.7,0.4,0.4
19530820,1.2,1.1,0.8
19530821,12.8,26.9,4.6
19530822,7.6,8.6,1.8
19530823,3.8,5.0,1.9
19530824,10.3,25.1,6.9
19530825,4.0,6.7,2.0
19530829,10.6,13.6,4.9
19530830,6.4,10.7,3.4
19530902,1.8,2.1,1.7
19530903,0.4,0.2,0.2
19530910,1.1,2.1,0.5
19530911,1.3,0.6,0.2
19530912,0.1,0.2,0.2
19530918,2.2,1.9,0.9
19530920,3.5,1.6,0.5
19530921,2.9,5.0,3.0
19530922,7.9,8.3,2.3
19530923,6.8,7.1,1.6
19531004,0.7,0.4,0.1
19531006,0.8,0.1,0.1
19531007,1.8,1.1,0.8
19531014,1.0,0.1,0.1
19531020,2.0,0.2,0.1
19531023,0.7,1.8,1.7
19531024,0.2,0.2,0.2
19531026,2.4,0.7,0.3
19531028,0.3,0.2,0.1
19531031,0.3,0.1,0.1
19531101,1.0,0.8,0.6
19531102,2.9,2.5,1.2
19531103,4.3,1.6,0.5
19531104,4.3,1.4,0.3
19531105,0.8,0.2,0.2
19531106,1.3,1.1,1.0
19531108,1.5,0.2,0.1
19531113,4.3,3.5,1.4
19531114,4.8,4.4,1.2
19531125,1.7,1.2,0.4
19531203,0.3,0.7,0.7
19531209,6.6,4.4,1.3
19531210,6.8,6.4,2.3
19531215,2.4,0.9,0.4
19531216,0.3,0.1,0.1
19531217,1.0,0.1,0.1
19531219,9.9,8.7,2.8
19531220,1.0,0.1,0.1
19531223,2.8,0.7,0.4
19531224,3.5,3.0,0.8
19531225,2.9,3.2,1.5
19531226,2.4,4.9,2.5
19531227,1.8,1.9,1.0
19531228,4.8,7.4,1.6
19531229,2.9,1.6,0.7
19540103,4.1,4.1,1.2
19540109,5.1,7.4,1.5
19540110,2.0,2.3,1.0
19540111,4.0,5.9,2.8
19540113,10.7,15.4,2.9
19540114,2.6,2.0,0.7
19540115,0.8,0.4,0.1
19540117,0.3,0.4,0.3
19540119,2.6,3.1,1.4
19540120,12.7,10.2,2.0
19540121,5.3,2.9,0.7
19540208,6.4,11.3,2.8
19540210,5.4,4.7,1.3
19540211,2.1,1.0,0.3
19540213,1.6,0.7,0.2
19540214,5.4,2.5,0.8
19540218,5.0,1.1,0.4
19540219,13.0,8.3,2.0
19540222,2.1,1.2,0.5
19540223,0.4,0.2,0.1
19540224,4.4,1.7,0.6
19540225,7.0,6.1,1.8
19540226,2.8,2.6,1.2
19540227,2.4,2.6,1.1
19540228,3.3,1.5,0.4
19540301,1.7,1.2,0.3
19540302,3.8,6.6,2.6
19540303,11.9,6.7,1.0
19540304,1.6,1.1,0.4
19540305,1.1,0.9,0.6
19540307,13.1,6.7,1.9
19540308,6.4,1.6,0.3
19540325,3.1,1.3,0.5
19540326,5.8,3.5,1.1
19540328,4.9,2.6,0.9
19540329,3.0,0.7,0.3
19540330,1.9,1.9,1.1
19540331,1.5,4.3,3.0
19540401,1.9,1.7,0.5
19540402,5.5,5.9,2.3
19540403,1.6,0.7,0.2
19540404,4.2,2.8,0.9
19540407,0.3,1.0,0.8
19540414,1.5,0.8,0.4
19540415,2.4,1.1,0.4
19540418,1.5,0.6,0.2
19540419,0.4,0.5,0.3
19540501,0.2,0.1,0.1
19540502,1.2,1.1,0.7
19540503,3.8,3.3,0.8
19540504,0.1,0.2,0.2
19540505,5.0,0.8,0.3
19540506,1.0,1.4,1.1
19540511,0.3,0.4,0.4
19540518,0.4,0.5,0.5
19540519,0.2,0.1,0.1
19540520,0.7,1.1,0.8
19540521,3.9,2.9,0.7
19540522,6.1,3.7,0.8
19540523,0.9,0.6,0.5
19540529,6.6,8.4,2.1
19540530,1.0,0.7,0.5
19540531,5.2,3.0,0.9
19540601,2.6,9.2,5.3
19540602,1.1,2.9,1.6
19540603,0.3,0.5,0.5
19540605,0.7,0.6,0.6
19540606,4.7,9.0,3.8
19540608,2.7,3.0,2.4
19540609,1.5,2.8,0.9
19540610,1.1,4.9,2.1
19540611,0.1,1.9,1.9
19540612,1.0,1.5,0.7
19540613,5.0,10.8,6.2
19540614,6.7,17.7,5.3
19540616,0.3,0.2,0.2
19540617,1.2,0.4,0.2
19540620,1.8,9.3,7.2
19540621,1.8,1.8,1.3
19540625,8.6,8.7,1.8
19540626,4.7,3.5,0.9
19540628,5.0,3.1,0.8
19540701,1.2,0.4,0.2
19540704,0.8,1.1,0.8
19540705,2.9,3.4,1.0
19540706,1.7,2.3,1.3
19540707,0.6,0.5,0.2
19540712,3.0,2.4,1.0
19540713,2.4,0.6,0.2
19540714,4.9,3.4,0.8
19540715,0.2,0.6,0.6
19540717,20.5,28.4,3.6
19540718,9.0,11.3,2.0
19540719,1.6,1.5,0.6
19540721,1.2,0.7,0.4
19540723,2.4,1.0,0.5
19540724,4.0,2.8,1.0
19540725,10.6,23.9,3.4
19540726,13.3,16.5,3.2
19540727,0.5,0.4,0.3
19540728,5.0,14.6,4.4
19540729,1.0,3.5,2.0
19540730,0.3,0.8,0.8
19540806,0.2,9.0,9.0
19540807,4.2,18.1,8.9
19540808,1.6,3.8,3.2
19540809,3.9,2.3,0.5
19540810,3.2,20.0,10.5
19540811,2.0,7.5,4.5
19540812,7.2,8.8,2.4
19540813,1.5,7.6,4.0
19540814,0.2,0.2,0.1
19540815,0.8,1.4,1.2
19540818,2.1,2.4,1.1
19540819,2.9,10.1,5.0
19540823,5.3,5.4,1.9
19540824,13.4,19.2,3.5
19540825,1.8,0.2,0.1
19540904,1.4,12.7,11.4
19540905,5.4,7.2,3.5
19540906,0.5,0.9,0.9
19540907,1.2,1.1,0.9
19540909,2.1,1.7,0.8
19540911,3.3,6.9,2.7
19540912,0.7,2.1,1.7
19540913,1.7,3.5,2.0
19540916,2.9,5.9,3.5
19540918,0.2,0.2,0.2
19540920,1.1,1.2,0.5
19540921,1.1,4.3,1.7
19540922,2.3,3.9,1.0
19540924,1.7,3.3,1.9
19540925,2.8,14.2,7.5
19540926,5.0,7.5,2.9
19540927,0.3,0.3,0.1
19540928,2.9,5.7,2.0
19540929,2.2,4.6,1.4
19540930,6.2,5.4,1.7
19541001,1.2,1.0,0.4
19541004,1.1,0.7,0.3
19541005,12.8,8.2,2.1
19541006,6.2,8.4,2.4
19541007,5.0,8.6,3.0
19541008,1.6,1.9,1.6
19541009,1.0,1.9,1.3
19541010,3.6,3.2,1.0
19541014,3.2,1.3,0.6
19541016,3.3,2.4,1.0
19541017,0.9,0.4,0.2
19541018,0.1,0.2,0.2
19541019,5.1,7.2,2.2
19541021,4.2,2.0,0.9
19541022,6.2,12.5,6.1
19541024,1.3,2.9,2.3
19541025,1.6,5.3,3.0
19541026,0.2,0.2,0.2
19541027,2.9,18.0,10.9
19541029,2.7,1.8,0.6
19541030,0.3,0.1,0.1
19541031,0.4,0.5,0.3
19541103,1.7,1.9,0.9
19541106,1.6,1.1,0.9
19541107,15.1,16.8,2.7
19541108,0.2,0.2,0.1
19541109,3.5,2.6,0.6
19541110,4.1,4.8,2.3
19541111,0.8,0.3,0.3
19541112,3.7,4.0,1.9
19541113,2.2,1.8,0.8
19541114,2.6,3.8,1.7
19541115,2.1,1.8,0.6
19541116,7.6,3.1,0.8
19541117,0.7,0.2,0.1
19541124,4.8,3.0,1.0
19541125,2.5,2.3,1.6
19541126,2.2,3.0,1.6
19541127,0.2,0.2,0.2
19541128,3.5,3.0,1.3
19541129,3.5,1.8,0.8
19541130,1.4,3.4,2.4
19541202,1.0,0.9,0.4
19541204,0.2,0.5,0.4
19541205,0.8,0.8,0.3
19541206,1.9,2.7,0.9
19541208,2.4,4.1,1.9
19541209,1.2,0.3,0.1
19541210,0.2,0.2,0.2
19541211,1.1,1.4,1.0
19541212,5.2,6.2,1.5
19541213,5.1,4.2,1.3
19541214,3.6,2.1,0.9
19541215,3.1,0.7,0.3
19541217,0.3,0.4,0.3
19541219,0.2,0.1,0.1
19541220,0.9,2.3,1.9
19541221,3.7,6.2,2.7
19541222,6.1,6.8,1.4
19541223,8.3,11.4,2.2
19541224,2.7,4.2,1.2
19541225,7.4,3.6,0.7
19541226,2.9,3.1,1.3
19541230,0.5,0.5,0.5
19550105,0.5,0.4,0.2
19550110,3.7,3.6,1.7
19550111,10.1,7.0,1.5
19550112,0.3,0.3,0.3
19550113,0.2,0.1,0.1
19550114,5.4,2.7,0.9
19550115,2.7,1.7,1.1
19550116,13.4,21.2,3.9
19550117,2.5,2.7,1.3
19550118,4.7,7.2,2.1
19550121,4.7,2.0,1.0
19550122,7.7,4.9,1.5
19550125,0.9,0.4,0.1
19550130,0.8,0.3,0.1
19550131,3.2,2.8,1.0
19550202,9.5,4.3,1.2
19550203,3.2,3.0,1.5
19550204,5.6,3.3,1.0
19550205,3.4,5.4,2.6
19550206,0.7,1.6,1.0
19550207,6.7,4.6,1.1
19550208,2.1,1.2,0.4
19550209,2.8,2.7,1.4
19550210,1.4,2.1,0.6
19550211,0.7,1.0,0.9
19550212,3.3,3.2,0.9
19550214,1.6,1.3,0.4
19550215,1.9,0.8,0.6
19550216,0.8,0.8,0.5
19550217,4.3,6.6,2.0
19550218,0.3,0.3,0.3
19550305,1.1,1.2,1.0
19550307,7.2,1.4,0.4
19550308,2.3,2.1,0.7
19550314,0.7,0.2,0.1
19550315,0.1,0.2,0.2
19550316,6.1,2.9,0.8
19550317,2.2,1.5,0.6
19550318,6.5,4.0,0.9
19550319,3.7,5.3,2.4
19550320,0.2,0.2,0.1
19550322,2.1,1.8,0.7
19550323,1.0,2.2,2.0
19550324,3.4,3.4,1.4
19550325,1.3,2.3,1.1
19550326,0.6,1.1,0.9
19550327,1.7,1.2,0.8
19550329,1.3,0.7,0.5
19550331,0.3,0.2,0.2
19550403,3.6,6.3,3.3
19550404,3.3,1.5,0.6
19550405,3.6,1.1,0.3
19550406,0.5,1.1,1.1
19550407,3.0,2.1,0.8
19550408,12.9,6.4,1.0
19550409,1.0,0.5,0.4
19550410,4.1,3.2,1.2
19550411,0.2,0.1,0.1
19550414,0.6,0.4,0.3
19550416,0.3,0.1,0.1
19550423,0.1,0.1,0.1
19550424,2.7,2.7,1.6
19550430,1.9,9.6,4.5
19550501,2.1,3.6,2.1
19550502,2.9,4.3,3.0
19550503,0.8,1.5,0.7
19550504,1.6,3.2,2.8
19550506,1.4,0.9,0.6
19550507,3.9,3.5,1.2
19550509,1.6,2.4,2.1
19550511,2.3,0.3,0.1
19550513,1.3,1.3,0.5
19550514,3.5,4.3,1.8
19550515,4.4,5.7,1.6
19550516,2.2,6.9,2.4
19550517,13.5,21.6,4.7
19550518,3.9,1.9,0.4
19550519,1.6,1.9,0.9
19550520,0.5,2.6,2.6
19550521,0.6,0.7,0.2
19550522,1.3,0.4,0.2
19550523,0.1,0.1,0.1
19550527,4.8,3.8,2.1
19550604,2.7,1.4,0.8
19550607,3.1,3.9,1.7
19550608,4.1,7.0,2.9
19550610,0.5,0.3,0.2
19550611,0.5,0.3,0.2
19550612,7.5,11.6,4.4
19550613,3.5,9.1,5.6
19550614,0.3,0.2,0.2
19550615,2.2,2.0,1.1
19550619,1.1,4.3,4.2
19550620,0.6,0.2,0.1
19550621,0.7,0.3,0.2
19550629,10.9,9.4,1.9
19550630,0.2,0.2,0.2
19550701,0.9,0.6,0.4
19550702,1.4,0.7,0.5
19550703,0.3,0.2,0.2
19550704,4.1,4.5,1.8
19550705,0.8,0.3,0.2
19550708,1.2,0.7,0.3
19550712,0.8,1.5,1.2
19550713,0.5,0.9,0.9
19550718,4.3,23.5,10.5
19550725,0.3,0.5,0.3
19550728,1.9,2.9,2.3
19550729,1.0,3.0,1.5
19550730,0.2,0.2,0.1
19550803,9.0,12.4,2.7
19550804,2.7,2.6,1.1
19550807,3.3,6.1,2.7
19550808,3.6,4.1,1.3
19550809,0.2,0.1,0.1
19550812,1.2,8.0,5.9
19550813,2.7,9.6,8.0
19550826,0.9,1.3,0.7
19550828,0.1,0.4,0.2
19550902,0.7,0.2,0.1
19550903,0.3,0.3,0.2
19550905,6.1,8.6,2.5
19550906,1.9,3.5,1.8
19550907,0.5,1.5,1.4
19550909,0.5,0.6,0.5
19550912,11.4,14.1,3.1
19550913,3.2,8.9,3.4
19550914,7.5,9.1,2.6
19550915,1.4,2.2,1.0
19550916,2.7,4.7,1.5
19550917,1.3,1.3,0.6
19550925,3.4,3.4,1.0
19550926,0.5,0.6,0.2
19550927,2.6,3.8,1.0
19550928,4.1,3.1,0.6
19550930,2.7,1.5,0.8
19551004,0.3,0.7,0.4
19551005,5.6,14.6,4.4
19551006,13.2,27.7,4.3
19551007,5.0,6.7,1.5
19551009,0.4,0.1,0.1
19551015,4.7,4.2,1.4
19551016,1.1,1.0,0.4
19551017,6.9,8.7,1.5
19551018,7.0,11.5,2.6
19551019,0.9,0.9,0.6
19551020,2.3,6.1,3.3
19551021,2.5,5.3,2.4
19551023,7.0,2.7,0.5
19551024,0.9,0.9,0.4
19551026,9.7,14.2,5.0
19551027,3.1,2.8,0.8
19551028,5.2,10.1,2.3
19551029,0.3,0.2,0.1
19551030,3.4,4.6,1.8
19551104,0.9,0.6,0.3
19551105,2.2,1.1,0.5
19551108,3.6,3.2,1.2
19551109,1.7,1.4,0.6
19551114,0.7,0.7,0.4
19551116,1.6,0.4,0.1
19551118,1.1,0.3,0.2
19551119,0.8,0.5,0.3
19551120,1.7,1.3,0.7
19551122,0.2,0.4,0.4
19551123,2.4,1.9,0.5
19551124,0.9,1.7,0.7
19551125,0.3,0.1,0.1
19551126,0.3,0.1,0.1
19551128,0.3,0.3,0.3
19551201,0.6,0.8,0.6
19551203,4.0,8.0,2.7
19551206,2.0,0.5,0.3
19551207,0.9,0.6,0.6
19551208,0.1,0.1,0.1
19551209,11.7,7.3,1.2
19551210,8.5,7.5,1.8
19551211,3.8,5.5,2.7
19551213,2.0,0.8,0.4
19551214,5.3,9.0,3.2
19551215,6.2,7.2,1.6
19551216,5.6,3.7,0.8
19551217,5.4,5.9,1.8
19551218,0.2,0.1,0.1
19551219,0.2,0.1,0.1
19551221,2.0,1.4,0.5
19551223,0.9,0.5,0.3
19551225,3.0,0.7,0.4
19551226,6.5,9.4,3.0
19551227,8.8,9.5,2.7
19551228,0.4,0.4,0.3
19551230,0.3,0.3,0.2
19551231,0.9,3.4,2.2
19560101,7.3,4.1,1.0
19560102,0.8,0.5,0.4
19560108,7.1,5.6,1.2
19560109,8.4,3.9,0.9
19560110,3.8,1.5,0.5
19560111,1.4,1.1,0.2
19560112,10.6,15.9,2.9
19560114,1.1,0.8,0.2
19560115,1.1,0.5,0.3
19560118,3.0,2.7,0.7
19560119,4.0,2.2,0.8
19560120,4.8,5.1,1.6
19560121,2.6,1.7,0.9
19560122,5.3,7.8,2.9
19560123,16.9,24.4,3.3
19560124,2.9,2.9,1.1
19560125,0.5,1.5,1.3
19560126,7.6,10.5,4.2
19560127,0.8,0.3,0.2
19560128,0.1,0.1,0.1
19560129,4.1,4.3,1.9
19560130,6.7,7.3,2.4
19560205,8.6,7.6,2.0
19560208,2.9,2.1,0.7
19560212,6.5,2.7,1.1
19560213,3.8,1.5,0.6
19560214,4.2,2.5,0.9
19560215,2.3,3.2,2.7
19560217,1.0,0.4,0.3
19560218,1.0,0.4,0.4
19560219,0.6,1.0,0.5
19560228,1.6,0.9,0.5
19560229,3.7,2.8,0.7
19560301,2.0,1.8,0.7
19560302,3.6,5.0,2.1
19560303,0.8,0.3,0.3
19560304,7.7,9.1,2.0
19560305,0.2,0.2,0.2
19560306,5.7,6.8,2.4
19560314,5.5,2.5,0.7
19560319,0.3,0.2,0.2
19560320,4.0,1.9,0.7
19560321,0.6,0.2,0.2
19560322,0.3,0.4,0.4
19560330,0.1,0.1,0.1
19560331,0.4,0.1,0.1
19560403,1.3,0.9,0.6
19560404,0.7,0.8,0.3
19560405,9.6,4.9,0.9
19560406,0.4,0.3,0.2
19560408,1.1,0.4,0.3
19560410,3.7,1.6,0.6
19560411,3.8,1.4,0.4
19560412,4.0,3.3,1.3
19560413,12.4,9.6,1.5
19560414,8.9,6.9,1.4
19560418,0.4,0.5,0.4
19560425,2.8,2.8,2.1
19560429,3.1,0.8,0.4
19560430,0.9,0.7,0.7
19560502,0.3,1.3,1.3
19560509,1.4,1.6,0.9
19560510,1.6,3.8,2.5
19560511,1.6,3.4,2.4
19560512,1.1,0.5,0.3
19560518,0.7,1.5,1.5
19560519,0.2,0.5,0.4
19560525,16.1,13.7,2.8
19560526,1.1,0.2,0.1
19560529,3.3,3.0,1.7
19560530,1.4,0.4,0.2
19560531,4.0,2.0,0.9
19560603,0.9,1.2,0.8
19560604,9.3,3.8,0.7
19560605,0.7,0.3,0.2
19560607,2.3,9.2,6.3
19560608,0.1,0.1,0.1
19560609,1.7,2.0,1.0
19560610,2.8,6.7,3.1
19560611,11.5,14.9,4.1
19560614,0.4,0.3,0.3
19560616,1.5,0.5,0.4
19560617,7.8,8.0,4.0
19560618,1.2,0.7,0.4
19560619,1.4,1.1,0.6
19560620,0.1,0.2,0.1
19560624,1.2,0.3,0.2
19560628,2.9,1.9,1.3
19560629,9.1,9.3,2.8
19560701,2.7,1.6,0.8
19560702,3.7,4.1,2.1
19560703,1.2,1.3,1.0
19560704,4.8,4.0,1.7
19560705,1.9,2.8,1.0
19560709,3.4,18.2,8.8
19560710,4.9,9.9,2.8
19560714,2.3,0.8,0.5
19560715,8.0,12.5,2.4
19560716,2.2,14.8,11.4
19560718,4.5,11.9,6.3
19560719,4.4,12.1,8.0
19560720,8.2,6.1,1.8
19560724,6.2,12.7,6.2
19560728,0.5,0.3,0.1
19560729,3.3,6.5,2.9
19560730,1.0,6.1,5.7
19560731,1.9,3.9,2.0
19560801,7.5,12.9,3.0
19560802,8.9,9.0,1.8
19560803,2.4,4.5,1.8
19560804,0.6,0.4,0.4
19560805,1.9,4.7,1.5
19560807,0.8,2.2,2.2
19560811,6.7,8.9,2.5
19560813,4.3,5.3,2.9
19560814,0.4,0.3,0.2
19560815,1.4,1.5,0.7
19560816,11.5,5.5,1.0
19560817,0.5,0.3,0.2
19560818,2.6,8.2,4.0
19560819,4.4,9.9,2.4
19560824,1.5,4.6,3.2
19560825,9.6,37.8,10.8
19560826,0.9,1.5,0.5
19560827,2.9,6.9,3.4
19560828,0.3,0.7,0.7
19560829,0.2,0.2,0.1
19560830,0.7,0.5,0.2
19560901,1.7,1.2,0.6
19560902,0.3,0.1,0.1
19560903,5.6,2.8,0.8
19560904,0.6,1.0,1.0
19560905,5.1,4.0,1.1
19560906,1.7,0.9,0.5
19560907,0.8,4.1,3.4
19560908,0.7,0.8,0.4
19560909,0.3,0.1,0.1
19560911,5.6,14.2,3.8
19560913,8.8,3.6,0.8
19560914,1.6,0.6,0.2
19560926,2.4,0.4,0.2
19560927,0.8,0.2,0.1
19560928,4.5,4.2,2.1
19560929,0.7,0.5,0.3
19560930,3.9,1.4,0.7
19561001,3.1,4.8,3.0
19561002,0.8,0.1,0.1
19561003,1.9,2.9,1.6
19561004,3.2,10.5,4.8
19561005,6.0,15.8,4.9
19561006,5.6,8.7,2.7
19561007,1.8,3.6,1.7
19561008,2.7,0.5,0.2
19561017,6.4,3.6,1.2
19561018,15.3,12.8,2.2
19561020,1.9,2.3,1.4
19561024,0.5,1.1,0.8
19561025,2.4,1.8,0.6
19561026,4.2,4.6,1.5
19561027,1.0,0.6,0.3
19561028,0.3,0.1,0.1
19561029,5.8,2.5,0.6
19561030,3.4,0.4,0.1
19561101,0.6,0.2,0.1
19561102,8.0,5.8,1.5
19561103,4.3,2.2,0.5
19561104,5.0,3.3,1.2
19561105,4.0,2.6,0.8
19561109,2.7,1.8,0.6
19561111,5.1,1.5,0.3
19561114,7.6,4.9,0.9
19561115,0.8,0.1,0.1
19561116,1.2,0.6,0.3
19561125,6.4,5.2,1.8
19561126,1.4,0.9,0.4
19561127,1.6,2.0,1.0
19561128,7.3,7.8,1.5
19561129,3.7,3.6,0.9
19561201,1.1,0.9,0.5
19561203,2.3,2.4,1.2
19561205,4.2,2.8,0.8
19561206,0.2,0.1,0.1
19561207,2.1,0.6,0.3
19561208,3.6,2.2,0.9
19561209,2.8,0.3,0.1
19561210,0.5,0.2,0.2
19561211,10.0,11.3,2.4
19561212,7.8,5.6,2.2
19561213,1.6,2.9,2.3
19561214,1.9,1.8,1.0
19561215,4.4,3.2,0.8
19561216,2.1,0.9,0.3
19561217,6.8,2.6,0.6
19561222,2.9,1.7,0.8
19561227,0.2,0.1,0.1
19561228,0.2,0.2,0.2
19561229,2.8,4.2,1.7
19570101,8.7,4.6,1.1
19570103,3.2,7.6,3.6
19570104,1.8,1.2,0.5
19570105,0.7,0.3,0.2
19570106,4.2,4.0,1.2
19570108,0.5,0.1,0.1
19570109,2.4,0.7,0.3
19570110,0.7,2.9,2.1
19570112,4.2,7.1,2.8
19570113,6.0,3.4,0.7
19570118,0.3,0.2,0.1
19570119,5.3,1.8,0.5
19570126,4.5,4.5,1.8
19570127,0.9,2.0,1.5
19570129,0.8,0.5,0.5
19570130,0.9,1.0,0.9
19570131,10.0,6.5,1.4
19570201,6.9,2.2,0.5
19570202,9.1,1.8,0.3
19570203,0.9,0.3,0.2
19570206,0.3,0.1,0.1
19570207,1.5,1.0,0.6
19570208,9.8,7.6,1.5
19570209,0.5,0.2,0.1
19570210,2.9,2.9,1.1
19570211,8.3,8.7,1.7
19570212,8.5,8.9,1.9
19570213,6.0,10.7,5.5
19570214,5.3,8.7,2.5
19570215,1.6,2.2,1.2
19570216,0.8,1.8,0.7
19570217,1.3,4.5,2.4
19570218,0.2,0.1,0.1
19570219,1.9,1.9,1.0
19570220,10.1,8.3,1.1
19570223,4.7,9.8,2.9
19570224,1.2,0.7,0.3
19570225,3.1,1.9,1.0
19570226,0.8,2.0,1.6
19570306,5.4,2.5,0.8
19570307,8.4,3.4,0.5
19570308,0.5,0.2,0.2
19570309,5.5,3.6,1.0
19570314,2.6,0.6,0.2
19570315,6.1,5.4,1.8
19570316,8.3,10.9,2.6
19570317,7.1,14.6,4.0
19570318,1.3,1.6,1.4
19570319,3.7,1.8,0.6
19570320,1.4,2.5,1.6
19570323,2.5,2.8,1.3
19570325,1.2,0.3,0.1
19570326,1.3,0.4,0.1
19570327,8.2,8.5,2.4
19570328,0.1,0.2,0.1
19570406,0.8,0.8,0.7
19570412,1.7,3.8,1.6
19570413,0.1,0.1,0.1
19570418,1.0,0.4,0.4
19570419,2.2,3.2,2.2
19570425,1.7,1.2,0.5
19570428,2.7,6.9,5.0
19570429,0.5,0.4,0.2
19570502,0.7,0.1,0.1
19570504,0.3,0.2,0.1
19570505,6.4,14.0,2.5
19570506,1.6,1.1,0.3
19570507,0.4,0.3,0.2
19570510,1.9,2.0,1.5
19570511,3.0,7.5,3.1
19570512,1.2,10.3,5.6
19570513,0.8,1.5,1.3
19570515,2.5,3.4,2.5
19570516,0.6,6.9,6.2
19570518,3.3,0.9,0.4
19570519,1.0,1.6,1.5
19570520,0.3,0.3,0.2
19570521,1.5,1.5,0.9
19570522,0.5,0.5,0.3
19570523,7.4,9.6,2.1
19570524,3.3,3.1,1.6
19570604,2.5,2.3,0.8
19570605,1.4,1.3,0.6
19570607,0.6,0.7,0.4
19570608,2.3,1.9,1.2
19570610,1.8,5.0,4.6
19570611,4.9,4.0,2.0
19570618,2.9,5.7,3.1
19570619,3.0,3.9,2.0
19570624,0.9,1.0,0.8
19570625,2.1,7.0,2.9
19570626,0.4,1.4,1.2
19570629,0.1,0.1,0.1
19570701,1.0,7.8,6.2
19570703,0.5,4.7,4.6
19570706,1.1,12.5,8.1
19570710,1.1,1.3,0.8
19570712,4.1,11.2,5.2
19570715,0.3,0.5,0.4
19570716,2.4,14.1,4.8
19570717,0.6,0.7,0.7
19570718,4.0,17.2,7.1
19570719,1.5,4.7,4.2
19570720,1.8,2.1,0.7
19570722,1.0,1.0,0.5
19570724,0.2,0.1,0.1
19570725,3.1,1.1,0.3
19570726,7.5,13.3,7.8
19570727,1.0,1.4,0.7
19570728,2.0,1.9,1.3
19570729,6.3,11.6,4.1
19570806,1.6,3.1,1.4
19570808,1.0,2.6,2.2
19570809,2.4,12.7,7.1
19570810,7.7,20.0,5.0
19570811,0.4,0.8,0.6
19570814,0.7,0.5,0.3
19570815,6.7,17.5,4.1
19570816,9.1,19.6,3.4
19570817,4.7,9.1,3.6
19570818,4.8,11.5,5.1
19570819,0.3,0.1,0.1
19570820,11.0,9.9,2.7
19570821,0.3,0.7,0.6
19570822,1.1,1.1,0.9
19570823,0.4,0.3,0.2
19570825,5.3,22.9,9.7
19570826,2.3,2.3,0.9
19570827,0.8,3.3,2.4
19570828,1.8,5.9,3.3
19570829,1.2,1.5,0.6
19570830,3.1,4.2,2.6
19570831,0.1,0.1,0.1
19570901,3.8,11.4,4.0
19570902,1.4,1.8,0.9
19570903,0.8,1.3,1.2
19570905,3.3,2.7,1.3
19570907,1.3,0.7,0.6
19570908,8.0,3.1,0.9
19570909,3.0,1.3,0.7
19570910,1.6,2.3,0.8
19570911,12.8,31.2,6.1
19570912,5.7,11.2,2.3
19570913,6.0,14.8,2.8
19570914,7.0,13.4,3.2
19570915,3.5,7.1,2.9
19570916,1.8,2.9,1.7
19570917,10.0,14.0,2.7
19570918,11.7,10.3,2.7
19570919,0.6,0.4,0.4
19570921,2.2,13.7,4.9
19570922,4.0,19.6,12.3
19570923,5.7,14.6,5.4
19570924,9.9,8.9,2.2
19570925,5.7,6.2,1.8
19570926,0.3,0.1,0.1
19570927,0.4,0.2,0.1
19570929,7.9,13.7,2.7
19570930,2.4,6.3,1.7
19571003,1.2,0.8,0.4
19571004,0.9,0.3,0.2
19571005,0.1,0.1,0.1
19571011,1.6,2.6,2.0
19571016,2.8,8.8,6.0
19571017,1.8,0.7,0.4
19571018,5.4,4.7,0.9
19571020,0.8,3.8,3.7
19571021,5.6,10.0,4.5
19571022,0.5,0.5,0.3
19571023,0.5,0.6,0.5
19571024,7.6,2.7,0.4
19571028,0.6,0.3,0.2
19571029,6.1,7.2,2.3
19571030,2.2,1.9,1.3
19571031,4.6,8.0,2.7
19571101,1.6,2.7,2.4
19571103,1.6,1.5,1.2
19571104,6.9,6.1,1.2
19571105,4.7,4.8,1.8
19571107,0.1,0.3,0.3
19571110,4.0,1.1,0.4
19571116,5.2,6.1,1.5
19571122,8.7,9.6,2.1
19571123,0.6,0.3,0.2
19571128,0.2,0.1,0.1
19571205,2.5,0.7,0.5
19571207,10.6,5.4,0.8
19571208,9.1,14.6,5.7
19571209,3.6,6.1,2.3
19571210,0.6,0.9,0.5
19571211,7.9,3.8,1.2
19571212,4.6,2.7,0.9
19571213,2.9,3.8,1.6
19571214,15.1,3.2,0.5
19571218,3.0,2.7,1.1
19571219,1.8,1.9,1.4
19571220,0.7,0.2,0.2
19571221,5.3,2.6,0.6
19571223,0.8,0.5,0.3
19571224,0.2,0.2,0.2
19571228,3.8,2.7,1.4
